TransactionID,CustomerID,ProductID,ProductName,Category,Subcategory,Brand,Quantity,UnitPrice,TotalAmount,Discount,TransactionDate,PaymentMethod,Channel,CustomerAge,CustomerGender,CustomerCity,CustomerSegment,Year,Month,DayOfWeek,Season,Revenue,Profit
T002680,C00633,P00348,Personal Care IKEA Model 29,Health & Beauty,Personal Care,IKEA,1,121.18,121.18,0,2022-05-06,Credit Card,Online,22,Male,Dallas,Premium,2022,5,Friday,Spring,121.18,36.54
T002681,C01239,P00773,Kitchen LG Model 20,Home & Garden,Kitchen,LG,2,456.96,913.92,0,2022-07-10,Credit Card,Mobile App,64,Male,Charlotte,Regular,2022,7,Sunday,Summer,913.92,424.98
T002682,C00964,P00399,Electronics Generic Brand Model 48,Office Supplies,Electronics,Generic Brand,1,150.96,150.96,5,2023-12-14,Debit Card,In-Store,45,Male,San Jose,VIP,2023,12,Thursday,Winter,150.96,74.22
T002683,C01652,P00109,Mens Wear Amazon Basics Model 12,Clothing,Mens Wear,Amazon Basics,1,288.28,288.28,0,2022-10-04,Credit Card,In-Store,50,Male,Columbus,Regular,2022,10,Tuesday,Fall,288.28,139.29
T002684,C01890,P00790,Maintenance Zara Model 14,Automotive,Maintenance,Zara,1,188.09,188.09,5,2023-09-27,Credit Card,In-Store,45,Female,Indianapolis,Premium,2023,9,Wednesday,Fall,188.09,56.52
T002685,C01732,P00790,Tablets Adidas Model 22,Electronics,Tablets,Adidas,1,477.56,477.56,0,2023-04-30,Cash,Online,26,Male,Houston,Budget,2023,4,Sunday,Spring,477.56,273.59
T002686,C00053,P00551,Furniture LG Model 14,Office Supplies,Furniture,LG,1,79.11,79.11,0,2023-07-09,Cash,In-Store,24,Male,San Francisco,VIP,2023,7,Sunday,Summer,79.11,45.0
T002687,C00099,P00183,Frozen HP Model 21,Food & Beverages,Frozen,HP,3,38.22,114.66,0,2023-12-03,Cash,Mobile App,46,Female,Fort Worth,Budget,2023,12,Sunday,Winter,114.66,36.67
T002688,C00115,P00638,Accessories Dell Model 33,Automotive,Accessories,Dell,1,156.4,156.4,0,2022-10-10,Cash,In-Store,62,Male,San Antonio,Regular,2022,10,Monday,Fall,156.4,49.97
T002689,C01658,P00423,Fragrances Nikon Model 37,Health & Beauty,Fragrances,Nikon,1,16.42,16.42,5,2022-11-21,Cash,Mobile App,38,Male,Phoenix,VIP,2022,11,Monday,Fall,16.42,5.48
T002690,C01213,P00191,Stationery Nike Model 3,Office Supplies,Stationery,Nike,1,97.35,97.35,15,2022-05-30,Digital Wallet,Mobile App,20,Male,Jacksonville,Budget,2022,5,Monday,Spring,97.35,31.94
T002691,C00386,P00586,Accessories Premium Co Model 2,Clothing,Accessories,Premium Co,2,50.08,100.16,0,2022-03-31,Buy Now Pay Later,In-Store,32,Female,Indianapolis,Regular,2022,3,Thursday,Spring,100.16,45.58
T002692,C00192,P00163,Tablets Apple Model 1,Electronics,Tablets,Apple,2,1510.26,3020.52,0,2023-05-21,Buy Now Pay Later,Online,58,Female,Seattle,Regular,2023,5,Sunday,Spring,3020.52,1298.97
T002693,C00520,P00139,Music Nike Model 46,Books & Media,Music,Nike,1,92.92,92.92,5,2022-08-24,Buy Now Pay Later,In-Store,43,Female,San Jose,Regular,2022,8,Wednesday,Summer,92.92,30.9
T002694,C01558,P00239,Storage Dell Model 16,Office Supplies,Storage,Dell,1,132.58,132.58,0,2022-05-09,Cash,In-Store,72,Female,Phoenix,Premium,2022,5,Monday,Spring,132.58,77.58
T002695,C01434,P00392,Mens Wear HP Model 37,Clothing,Mens Wear,HP,1,129.91,129.91,5,2023-12-29,Cash,In-Store,40,Male,Jacksonville,Regular,2023,12,Friday,Winter,129.91,63.4
T002696,C01220,P00118,Accessories LG Model 17,Automotive,Accessories,LG,1,352.53,352.53,5,2022-05-19,Credit Card,In-Store,31,Male,San Jose,Premium,2022,5,Thursday,Spring,352.53,151.58
T002697,C00059,P00418,Educational IKEA Model 20,Books & Media,Educational,IKEA,1,108.56,108.56,0,2022-04-14,Buy Now Pay Later,In-Store,36,Male,San Diego,Regular,2022,4,Thursday,Spring,108.56,45.54
T002698,C00186,P00700,Kitchen Uniqlo Model 44,Home & Garden,Kitchen,Uniqlo,1,856.25,856.25,15,2023-12-31,Cash,Mobile App,23,Female,San Jose,Premium,2023,12,Sunday,Winter,856.25,260.12
T002699,C01472,P00114,Tools Generic Brand Model 12,Automotive,Tools,Generic Brand,1,37.25,37.25,10,2022-04-30,Credit Card,Mobile App,26,Female,San Diego,Premium,2022,4,Saturday,Spring,37.25,18.63
T002700,C01803,P00738,Health Supplements Amazon Basics Model 24,Health & Beauty,Health Supplements,Amazon Basics,3,166.66,499.98,0,2023-03-03,Buy Now Pay Later,Online,49,Male,Indianapolis,Premium,2023,3,Friday,Spring,499.98,219.3
T002701,C01471,P00427,Furniture H&M Model 36,Office Supplies,Furniture,H&M,2,377.58,755.16,0,2022-03-07,Debit Card,In-Store,64,Female,Philadelphia,Premium,2022,3,Monday,Spring,755.16,343.56
T002702,C01177,P00055,Frozen H&M Model 46,Food & Beverages,Frozen,H&M,3,12.42,37.25,5,2022-12-16,Debit Card,In-Store,18,Female,Fort Worth,Regular,2022,12,Friday,Winter,37.25,16.25
T002703,C01851,P00693,Activewear Generic Brand Model 41,Sports & Outdoors,Activewear,Generic Brand,1,183.52,183.52,0,2023-12-04,Buy Now Pay Later,Online,69,Female,Philadelphia,Premium,2023,12,Monday,Winter,183.52,109.28
T002704,C00848,P00096,Fiction Uniqlo Model 7,Books & Media,Fiction,Uniqlo,1,70.29,70.29,0,2022-01-21,Digital Wallet,In-Store,27,Female,Phoenix,VIP,2022,1,Friday,Winter,70.29,27.3
T002705,C00868,P00098,Smart Home Generic Brand Model 42,Electronics,Smart Home,Generic Brand,1,608.84,608.84,5,2024-03-28,Buy Now Pay Later,Mobile App,26,Male,Seattle,VIP,2024,3,Thursday,Spring,608.84,327.77
T002706,C00718,P00140,Wearables HP Model 1,Electronics,Wearables,HP,2,826.02,1652.04,0,2024-02-25,Credit Card,Online,51,Female,Austin,Regular,2024,2,Sunday,Winter,1652.04,830.72
T002707,C00989,P00581,Bakery Adidas Model 5,Food & Beverages,Bakery,Adidas,1,42.17,42.17,0,2022-09-27,Credit Card,In-Store,55,Female,San Diego,Regular,2022,9,Tuesday,Fall,42.17,15.78
T002708,C01940,P00551,International Nikon Model 26,Food & Beverages,International,Nikon,1,28.26,28.26,0,2022-01-05,Buy Now Pay Later,Mobile App,67,Male,Los Angeles,Premium,2022,1,Wednesday,Winter,28.26,16.79
T002709,C01683,P00029,Camping LG Model 40,Sports & Outdoors,Camping,LG,2,659.86,1319.72,5,2024-03-26,Digital Wallet,Online,50,Male,San Antonio,Regular,2024,3,Tuesday,Spring,1319.72,679.91
T002710,C00197,P00217,Camping Samsung Model 44,Sports & Outdoors,Camping,Samsung,3,37.09,111.26,5,2022-07-17,Debit Card,Mobile App,58,Female,Fort Worth,VIP,2022,7,Sunday,Summer,111.26,37.45
T002711,C00919,P00570,Bedding Premium Co Model 11,Home & Garden,Bedding,Premium Co,1,415.62,415.62,0,2022-05-15,Digital Wallet,Online,68,Female,Phoenix,Regular,2022,5,Sunday,Spring,415.62,125.11
T002712,C00109,P00177,Fitness Premium Co Model 31,Sports & Outdoors,Fitness,Premium Co,1,99.72,99.72,5,2024-01-20,Buy Now Pay Later,Mobile App,36,Male,Charlotte,Budget,2024,1,Saturday,Winter,99.72,34.41
T002713,C00677,P00018,Furniture Apple Model 8,Home & Garden,Furniture,Apple,1,132.56,132.56,0,2023-08-27,Debit Card,In-Store,54,Male,Columbus,Premium,2023,8,Sunday,Summer,132.56,66.71
T002714,C01682,P00176,Shoes Amazon Basics Model 14,Clothing,Shoes,Amazon Basics,1,316.37,316.37,0,2023-10-19,Buy Now Pay Later,Online,37,Male,Columbus,Premium,2023,10,Thursday,Fall,316.37,168.13
T002715,C01989,P00320,Fiction Dell Model 32,Books & Media,Fiction,Dell,1,53.33,53.33,20,2023-08-26,Buy Now Pay Later,Online,45,Female,Seattle,Regular,2023,8,Saturday,Summer,53.33,7.23
T002716,C00350,P00482,Gaming Generic Brand Model 47,Electronics,Gaming,Generic Brand,1,1923.73,1923.73,0,2022-08-18,Cash,In-Store,46,Male,San Antonio,Premium,2022,8,Thursday,Summer,1923.73,895.8
T002717,C00307,P00153,Car Parts LG Model 33,Automotive,Car Parts,LG,1,121.57,121.57,15,2024-03-16,Cash,Mobile App,25,Male,Phoenix,Premium,2024,3,Saturday,Spring,121.57,53.69
T002718,C00394,P00142,Non-Fiction Uniqlo Model 17,Books & Media,Non-Fiction,Uniqlo,2,55.46,110.92,0,2022-09-19,Buy Now Pay Later,Online,69,Female,Indianapolis,Regular,2022,9,Monday,Fall,110.92,44.25
T002719,C00426,P00427,Sportswear Value Plus Model 7,Clothing,Sportswear,Value Plus,2,230.56,461.12,0,2023-05-02,Buy Now Pay Later,Online,58,Female,San Francisco,Regular,2023,5,Tuesday,Spring,461.12,191.57
T002720,C00050,P00758,Electronics Dell Model 10,Office Supplies,Electronics,Dell,1,148.57,148.57,0,2024-02-21,Buy Now Pay Later,Mobile App,75,Male,Fort Worth,Regular,2024,2,Wednesday,Winter,148.57,79.12
T002721,C00926,P00478,Decor Premium Co Model 44,Home & Garden,Decor,Premium Co,1,238.21,238.21,0,2022-02-13,Cash,Mobile App,38,Male,San Jose,VIP,2022,2,Sunday,Winter,238.21,85.29
T002722,C00763,P00229,Womens Wear IKEA Model 9,Clothing,Womens Wear,IKEA,1,80.92,80.92,10,2022-09-30,Buy Now Pay Later,Online,61,Male,Fort Worth,Premium,2022,9,Friday,Fall,80.92,38.24
T002723,C00750,P00198,Furniture HP Model 24,Home & Garden,Furniture,HP,1,392.49,392.49,0,2023-10-01,Debit Card,Mobile App,21,Female,San Antonio,Regular,2023,10,Sunday,Fall,392.49,127.35
T002724,C00839,P00062,International Uniqlo Model 26,Food & Beverages,International,Uniqlo,5,3.8,19.0,0,2022-03-01,Credit Card,Online,74,Female,San Jose,Budget,2022,3,Tuesday,Spring,19.0,8.32
T002725,C01755,P00516,Tools Premium Co Model 45,Automotive,Tools,Premium Co,2,330.5,661.0,0,2023-02-17,Debit Card,In-Store,73,Male,Philadelphia,Premium,2023,2,Friday,Winter,661.0,391.22
T002726,C00291,P00758,Gaming HP Model 20,Electronics,Gaming,HP,1,1660.07,1660.07,10,2022-07-10,Buy Now Pay Later,Mobile App,36,Male,Austin,VIP,2022,7,Sunday,Summer,1660.07,859.17
T002727,C00936,P00337,Electronic Toys HP Model 33,Toys & Games,Electronic Toys,HP,1,52.86,52.86,0,2022-10-28,Digital Wallet,Online,69,Male,Columbus,VIP,2022,10,Friday,Fall,52.86,16.49
T002728,C01780,P00443,Stationery Canon Model 1,Office Supplies,Stationery,Canon,2,159.77,319.55,15,2023-09-17,Debit Card,Online,61,Male,Austin,Budget,2023,9,Sunday,Fall,319.55,82.83
T002729,C00538,P00707,Gaming Amazon Basics Model 12,Electronics,Gaming,Amazon Basics,1,1217.94,1217.94,0,2022-11-19,Credit Card,In-Store,69,Male,New York,VIP,2022,11,Saturday,Fall,1217.94,704.75
T002730,C01856,P00185,Camping Generic Brand Model 49,Sports & Outdoors,Camping,Generic Brand,1,581.55,581.55,0,2023-08-11,Digital Wallet,In-Store,70,Male,Jacksonville,Budget,2023,8,Friday,Summer,581.55,348.1
T002731,C00925,P00641,Formal Wear Dell Model 2,Clothing,Formal Wear,Dell,1,305.52,305.52,0,2022-06-11,Cash,Mobile App,24,Male,New York,Regular,2022,6,Saturday,Summer,305.52,172.43
T002732,C01054,P00440,Makeup Amazon Basics Model 46,Health & Beauty,Makeup,Amazon Basics,1,103.07,103.07,15,2022-02-05,Cash,In-Store,69,Female,Jacksonville,VIP,2022,2,Saturday,Winter,103.07,39.56
T002733,C00729,P00487,Sports Equipment Sony Model 23,Sports & Outdoors,Sports Equipment,Sony,1,291.43,291.43,10,2022-11-15,Cash,Mobile App,54,Male,Indianapolis,Regular,2022,11,Tuesday,Fall,291.43,74.74
T002734,C00178,P00111,Activewear Nike Model 13,Sports & Outdoors,Activewear,Nike,2,393.59,787.18,0,2023-04-14,Buy Now Pay Later,Online,43,Female,Indianapolis,Regular,2023,4,Friday,Spring,787.18,456.7
T002735,C00687,P00706,Outdoor Toys Sony Model 47,Toys & Games,Outdoor Toys,Sony,2,176.48,352.96,0,2022-03-18,Debit Card,Online,34,Female,San Francisco,Premium,2022,3,Friday,Spring,352.96,159.32
T002736,C00399,P00552,Decor Generic Brand Model 16,Home & Garden,Decor,Generic Brand,1,454.31,454.31,5,2024-02-02,Credit Card,Online,44,Male,Philadelphia,Regular,2024,2,Friday,Winter,454.31,247.79
T002737,C00970,P00651,Board Games LG Model 24,Toys & Games,Board Games,LG,1,26.26,26.26,25,2023-08-26,Debit Card,In-Store,33,Male,Phoenix,Premium,2023,8,Saturday,Summer,26.26,9.25
T002738,C00228,P00123,Magazines Sony Model 26,Books & Media,Magazines,Sony,1,105.31,105.31,0,2023-09-22,Debit Card,Online,54,Male,Phoenix,Budget,2023,9,Friday,Fall,105.31,47.86
T002739,C00481,P00747,Fitness Generic Brand Model 13,Sports & Outdoors,Fitness,Generic Brand,1,763.03,763.03,0,2022-07-25,Debit Card,In-Store,24,Female,Jacksonville,Regular,2022,7,Monday,Summer,763.03,237.79
T002740,C00026,P00102,Headphones Nike Model 40,Electronics,Headphones,Nike,1,2026.55,2026.55,0,2023-11-01,Cash,Online,42,Male,San Jose,Regular,2023,11,Wednesday,Fall,2026.55,899.8
T002741,C01477,P00797,Car Parts IKEA Model 16,Automotive,Car Parts,IKEA,1,403.56,403.56,0,2024-02-08,Credit Card,Online,42,Male,Philadelphia,Premium,2024,2,Thursday,Winter,403.56,172.66
T002742,C01964,P00276,Tools Adidas Model 23,Home & Garden,Tools,Adidas,1,810.1,810.1,0,2023-11-14,Buy Now Pay Later,In-Store,31,Male,Seattle,Budget,2023,11,Tuesday,Fall,810.1,361.34
T002743,C00362,P00653,Water Sports Premium Co Model 40,Sports & Outdoors,Water Sports,Premium Co,1,587.88,587.88,0,2023-10-04,Debit Card,In-Store,53,Female,San Jose,VIP,2023,10,Wednesday,Fall,587.88,238.06
T002744,C01153,P00473,Shoes Nikon Model 24,Clothing,Shoes,Nikon,2,220.17,440.34,0,2023-12-12,Buy Now Pay Later,Online,28,Male,Jacksonville,Budget,2023,12,Tuesday,Winter,440.34,225.4
T002745,C01730,P00348,Water Sports Amazon Basics Model 30,Sports & Outdoors,Water Sports,Amazon Basics,1,73.23,73.23,0,2022-09-13,Cash,In-Store,18,Female,Chicago,Premium,2022,9,Tuesday,Fall,73.23,43.34
T002746,C01033,P00141,Tablets Canon Model 30,Electronics,Tablets,Canon,2,882.71,1765.42,0,2023-02-18,Cash,Mobile App,57,Male,Jacksonville,Regular,2023,2,Saturday,Winter,1765.42,933.47
T002747,C00565,P00447,Health Supplements Samsung Model 37,Health & Beauty,Health Supplements,Samsung,1,27.04,27.04,0,2022-10-08,Debit Card,Online,73,Male,Dallas,Regular,2022,10,Saturday,Fall,27.04,10.22
T002748,C00759,P00319,Movies Adidas Model 43,Books & Media,Movies,Adidas,2,70.58,141.15,5,2024-01-15,Digital Wallet,Online,26,Female,Philadelphia,Budget,2024,1,Monday,Winter,141.15,56.82
T002749,C01888,P00201,Action Figures HP Model 27,Toys & Games,Action Figures,HP,1,217.62,217.62,0,2023-08-24,Digital Wallet,Online,38,Male,Philadelphia,Premium,2023,8,Thursday,Summer,217.62,83.3
T002750,C01485,P00059,Furniture HP Model 21,Home & Garden,Furniture,HP,1,29.35,29.35,5,2022-02-10,Cash,Online,26,Male,Phoenix,Premium,2022,2,Thursday,Winter,29.35,11.52
T002751,C01034,P00099,Water Sports Canon Model 21,Sports & Outdoors,Water Sports,Canon,2,385.95,771.9,0,2023-01-29,Credit Card,Mobile App,21,Female,Indianapolis,Premium,2023,1,Sunday,Winter,771.9,405.37
T002752,C01527,P00793,Personal Care Zara Model 30,Health & Beauty,Personal Care,Zara,2,134.4,268.8,0,2023-06-25,Buy Now Pay Later,In-Store,62,Male,Indianapolis,Regular,2023,6,Sunday,Summer,268.8,152.9
T002753,C01449,P00583,Frozen Apple Model 32,Food & Beverages,Frozen,Apple,5,2.08,10.4,20,2022-01-25,Digital Wallet,In-Store,63,Female,San Francisco,Regular,2022,1,Tuesday,Winter,10.4,3.7
T002754,C00093,P00190,Stationery Dell Model 44,Office Supplies,Stationery,Dell,1,334.29,334.29,0,2022-09-15,Debit Card,In-Store,37,Female,Jacksonville,Budget,2022,9,Thursday,Fall,334.29,100.78
T002755,C01897,P00747,Headphones H&M Model 12,Electronics,Headphones,H&M,1,1136.09,1136.09,5,2022-04-28,Debit Card,Online,66,Female,Dallas,Regular,2022,4,Thursday,Spring,1136.09,557.05
T002756,C01891,P00713,Furniture H&M Model 18,Home & Garden,Furniture,H&M,1,669.74,669.74,15,2023-08-30,Credit Card,Mobile App,47,Female,San Diego,Budget,2023,8,Wednesday,Summer,669.74,129.04
T002757,C00177,P00492,Educational Toys Sony Model 38,Toys & Games,Educational Toys,Sony,2,255.23,510.46,0,2022-04-27,Buy Now Pay Later,Mobile App,52,Female,San Francisco,Regular,2022,4,Wednesday,Spring,510.46,258.02
T002758,C00215,P00196,Makeup Samsung Model 47,Health & Beauty,Makeup,Samsung,1,150.51,150.51,0,2023-09-02,Credit Card,Online,74,Male,Philadelphia,Budget,2023,9,Saturday,Fall,150.51,62.12
T002759,C01761,P00281,Skincare IKEA Model 2,Health & Beauty,Skincare,IKEA,5,144.26,721.31,15,2023-08-04,Buy Now Pay Later,Mobile App,73,Female,Jacksonville,Budget,2023,8,Friday,Summer,721.31,141.39
T002760,C00917,P00414,Electronics Nike Model 23,Office Supplies,Electronics,Nike,1,288.85,288.85,0,2023-07-05,Debit Card,Mobile App,60,Female,San Francisco,Regular,2023,7,Wednesday,Summer,288.85,91.42
T002761,C01830,P00680,Wearables HP Model 24,Electronics,Wearables,HP,1,1655.07,1655.07,0,2022-09-25,Debit Card,Online,21,Female,New York,Regular,2022,9,Sunday,Fall,1655.07,565.0
T002762,C00946,P00222,Water Sports Uniqlo Model 12,Sports & Outdoors,Water Sports,Uniqlo,3,127.08,381.24,10,2023-05-15,Digital Wallet,Online,64,Female,Indianapolis,Regular,2023,5,Monday,Spring,381.24,104.71
T002763,C01424,P00414,Formal Wear H&M Model 8,Clothing,Formal Wear,H&M,1,17.15,17.15,5,2022-10-26,Credit Card,Online,19,Male,Columbus,Budget,2022,10,Wednesday,Fall,17.15,9.83
T002764,C00030,P00507,Electronic Toys LG Model 42,Toys & Games,Electronic Toys,LG,1,185.4,185.4,10,2023-11-09,Debit Card,Mobile App,43,Female,Chicago,Premium,2023,11,Thursday,Fall,185.4,62.03
T002765,C01320,P00076,Printing IKEA Model 19,Office Supplies,Printing,IKEA,1,170.19,170.19,0,2023-07-21,Cash,Online,45,Male,Houston,Regular,2023,7,Friday,Summer,170.19,70.89
T002766,C01384,P00738,Hair Care Nikon Model 21,Health & Beauty,Hair Care,Nikon,1,128.24,128.24,0,2022-12-20,Credit Card,Mobile App,60,Female,San Jose,VIP,2022,12,Tuesday,Winter,128.24,73.03
T002767,C00029,P00351,Water Sports IKEA Model 31,Sports & Outdoors,Water Sports,IKEA,1,587.56,587.56,0,2022-12-10,Credit Card,In-Store,26,Male,Charlotte,Budget,2022,12,Saturday,Winter,587.56,208.63
T002768,C01437,P00126,Accessories Sony Model 1,Automotive,Accessories,Sony,1,329.49,329.49,0,2023-02-22,Cash,Online,57,Female,Seattle,Regular,2023,2,Wednesday,Winter,329.49,195.89
T002769,C01666,P00565,Skincare Dell Model 45,Health & Beauty,Skincare,Dell,2,74.64,149.28,15,2023-10-04,Buy Now Pay Later,Mobile App,62,Male,Charlotte,Premium,2023,10,Wednesday,Fall,149.28,46.85
T002770,C01892,P00577,Fiction Generic Brand Model 13,Books & Media,Fiction,Generic Brand,1,65.64,65.64,10,2023-06-11,Buy Now Pay Later,Mobile App,66,Male,Fort Worth,Regular,2023,6,Sunday,Summer,65.64,18.27
T002771,C01092,P00049,Laptops LG Model 30,Electronics,Laptops,LG,1,1699.15,1699.15,0,2023-07-14,Cash,Online,63,Male,Fort Worth,Budget,2023,7,Friday,Summer,1699.15,689.71
T002772,C01796,P00797,Stationery Apple Model 5,Office Supplies,Stationery,Apple,1,151.57,151.57,10,2022-06-28,Cash,In-Store,72,Male,San Francisco,Regular,2022,6,Tuesday,Summer,151.57,36.31
T002773,C00789,P00534,Stationery Nikon Model 30,Office Supplies,Stationery,Nikon,1,313.44,313.44,0,2022-03-16,Digital Wallet,Mobile App,30,Female,San Diego,VIP,2022,3,Wednesday,Spring,313.44,144.12
T002774,C01519,P00269,Shoes Samsung Model 17,Clothing,Shoes,Samsung,1,123.45,123.45,0,2023-08-26,Digital Wallet,Mobile App,62,Male,Seattle,VIP,2023,8,Saturday,Summer,123.45,51.4
T002775,C00385,P00146,Smart Home Generic Brand Model 5,Electronics,Smart Home,Generic Brand,1,583.14,583.14,5,2023-01-11,Debit Card,In-Store,31,Female,San Jose,VIP,2023,1,Wednesday,Winter,583.14,228.46
T002776,C01452,P00067,Fragrances Premium Co Model 6,Health & Beauty,Fragrances,Premium Co,5,83.18,415.9,0,2023-07-25,Digital Wallet,Mobile App,75,Male,New York,Budget,2023,7,Tuesday,Summer,415.9,187.92
T002777,C01240,P00311,Kids Wear Premium Co Model 43,Clothing,Kids Wear,Premium Co,1,271.27,271.27,20,2023-03-26,Buy Now Pay Later,Online,37,Female,New York,Regular,2023,3,Sunday,Spring,271.27,123.93
T002778,C00537,P00260,Educational LG Model 7,Books & Media,Educational,LG,2,64.13,128.27,15,2022-03-06,Cash,Online,70,Male,Chicago,VIP,2022,3,Sunday,Spring,128.27,42.8
T002779,C00400,P00364,Sportswear Premium Co Model 5,Clothing,Sportswear,Premium Co,1,266.24,266.24,5,2022-04-07,Credit Card,In-Store,18,Female,Chicago,Regular,2022,4,Thursday,Spring,266.24,71.77
T002780,C00689,P00363,Makeup Sony Model 36,Health & Beauty,Makeup,Sony,2,116.25,232.5,0,2024-01-28,Credit Card,In-Store,24,Male,Columbus,VIP,2024,1,Sunday,Winter,232.5,96.67
T002781,C00274,P00746,International H&M Model 40,Food & Beverages,International,H&M,2,9.93,19.86,0,2022-10-14,Digital Wallet,Online,24,Male,Seattle,Premium,2022,10,Friday,Fall,19.86,9.45
T002782,C00524,P00226,Storage Value Plus Model 44,Home & Garden,Storage,Value Plus,1,811.86,811.86,0,2023-08-05,Cash,Online,30,Female,Philadelphia,VIP,2023,8,Saturday,Summer,811.86,360.6
T002783,C00032,P00164,Mens Wear Adidas Model 43,Clothing,Mens Wear,Adidas,1,179.52,179.52,5,2022-03-11,Credit Card,In-Store,57,Male,San Antonio,Premium,2022,3,Friday,Spring,179.52,83.99
T002784,C01927,P00464,Sportswear Samsung Model 1,Clothing,Sportswear,Samsung,1,201.48,201.48,0,2022-02-23,Buy Now Pay Later,In-Store,27,Female,San Jose,Regular,2022,2,Wednesday,Winter,201.48,60.73
T002785,C00932,P00228,Educational Toys Dell Model 38,Toys & Games,Educational Toys,Dell,1,80.34,80.34,0,2023-03-07,Debit Card,In-Store,67,Male,Chicago,Budget,2023,3,Tuesday,Spring,80.34,35.91
T002786,C00962,P00249,Storage Dell Model 36,Office Supplies,Storage,Dell,1,193.71,193.71,5,2022-06-12,Cash,In-Store,72,Female,Fort Worth,VIP,2022,6,Sunday,Summer,193.71,63.77
T002787,C00612,P00754,Smartphones Adidas Model 7,Electronics,Smartphones,Adidas,1,1994.57,1994.57,0,2023-05-20,Digital Wallet,Online,38,Female,Chicago,Regular,2023,5,Saturday,Spring,1994.57,622.15
T002788,C00858,P00655,Fitness H&M Model 31,Sports & Outdoors,Fitness,H&M,1,243.98,243.98,20,2022-03-28,Credit Card,In-Store,44,Female,San Francisco,Premium,2022,3,Monday,Spring,243.98,76.76
T002789,C01827,P00040,Bedding Value Plus Model 19,Home & Garden,Bedding,Value Plus,1,994.17,994.17,0,2022-07-03,Credit Card,Online,41,Male,Jacksonville,Regular,2022,7,Sunday,Summer,994.17,474.6
T002790,C00560,P00002,Tablets Nike Model 19,Electronics,Tablets,Nike,1,110.14,110.14,20,2022-01-29,Buy Now Pay Later,Mobile App,35,Female,Charlotte,Premium,2022,1,Saturday,Winter,110.14,27.5
T002791,C01496,P00104,International Uniqlo Model 46,Food & Beverages,International,Uniqlo,1,28.06,28.06,5,2023-11-17,Cash,In-Store,36,Female,Phoenix,VIP,2023,11,Friday,Fall,28.06,11.92
T002792,C01676,P00365,Beverages Nike Model 35,Food & Beverages,Beverages,Nike,1,37.52,37.52,0,2022-06-15,Buy Now Pay Later,Mobile App,34,Male,Dallas,Budget,2022,6,Wednesday,Summer,37.52,15.55
T002793,C01218,P00371,Storage IKEA Model 42,Home & Garden,Storage,IKEA,1,315.63,315.63,25,2024-03-09,Cash,Mobile App,41,Female,Fort Worth,VIP,2024,3,Saturday,Spring,315.63,34.82
T002794,C01827,P00177,Action Figures HP Model 5,Toys & Games,Action Figures,HP,1,244.97,244.97,0,2022-06-17,Digital Wallet,In-Store,22,Male,Jacksonville,Regular,2022,6,Friday,Summer,244.97,85.75
T002795,C00458,P00407,Furniture Adidas Model 28,Home & Garden,Furniture,Adidas,1,171.88,171.88,0,2024-01-21,Debit Card,In-Store,58,Male,Chicago,Budget,2024,1,Sunday,Winter,171.88,53.74
T002796,C01790,P00793,Accessories Sony Model 25,Clothing,Accessories,Sony,2,220.32,440.65,5,2022-03-20,Credit Card,Online,68,Male,Austin,Premium,2022,3,Sunday,Spring,440.65,140.76
T002797,C00417,P00159,Accessories Canon Model 45,Automotive,Accessories,Canon,1,100.41,100.41,5,2023-10-09,Buy Now Pay Later,Mobile App,47,Male,Fort Worth,Budget,2023,10,Monday,Fall,100.41,27.55
T002798,C00800,P00062,Movies H&M Model 21,Books & Media,Movies,H&M,1,120.54,120.54,0,2022-05-12,Debit Card,In-Store,36,Male,San Francisco,Regular,2022,5,Thursday,Spring,120.54,38.02
T002799,C01415,P00129,Camping Canon Model 47,Sports & Outdoors,Camping,Canon,2,429.65,859.29,5,2023-07-26,Buy Now Pay Later,Mobile App,71,Male,San Jose,Budget,2023,7,Wednesday,Summer,859.29,372.26
T002800,C01656,P00757,Decor HP Model 44,Home & Garden,Decor,HP,1,1104.04,1104.04,0,2023-08-05,Debit Card,Online,23,Male,San Diego,Budget,2023,8,Saturday,Summer,1104.04,598.65
T002801,C00426,P00291,Smart Home Amazon Basics Model 39,Electronics,Smart Home,Amazon Basics,1,1539.41,1539.41,10,2023-02-27,Credit Card,Mobile App,65,Male,San Jose,VIP,2023,2,Monday,Winter,1539.41,827.64
T002802,C00699,P00770,Fitness Premium Co Model 34,Sports & Outdoors,Fitness,Premium Co,1,222.83,222.83,5,2022-09-23,Cash,In-Store,43,Male,Chicago,VIP,2022,9,Friday,Fall,222.83,98.64
T002803,C01445,P00122,Womens Wear HP Model 26,Clothing,Womens Wear,HP,1,113.6,113.6,0,2022-01-06,Cash,Mobile App,64,Male,Philadelphia,VIP,2022,1,Thursday,Winter,113.6,47.53
T002804,C01159,P00764,Electronics Nike Model 16,Automotive,Electronics,Nike,1,345.71,345.71,0,2023-01-15,Debit Card,Online,47,Female,San Diego,Budget,2023,1,Sunday,Winter,345.71,187.16
T002805,C01557,P00702,Camping IKEA Model 43,Sports & Outdoors,Camping,IKEA,1,146.16,146.16,10,2022-11-10,Digital Wallet,Online,71,Male,Phoenix,Regular,2022,11,Thursday,Fall,146.16,45.83
